500
    0 -180    6.2492
    0 -160    6.2492
    0 -140    6.2492
    0 -120    6.2492
    0 -100    6.2492
    0  -80    6.2492
    0  -60    6.2492
    0  -40    6.2492
    0  -20    6.2492
    0    0    6.2492
    0   20    6.2492
    0   40    6.2492
    0   60    6.2492
    0   80    6.2492
    0  100    6.2492
    0  120    6.2492
    0  140    6.2492
    0  160    6.2492
   12 -180    6.1947
   12 -160    6.2024
   12 -140    6.2246
   12 -120    6.2596
   12 -100    6.3043
   12  -80    6.3539
   12  -60    6.4025
   12  -40    6.4435
   12  -20    6.4709
   12    0    6.4805
   12   20    6.4709
   12   40    6.4435
   12   60    6.4025
   12   80    6.3539
   12  100    6.3043
   12  120    6.2596
   12  140    6.2246
   12  160    6.2024
   24 -180    6.3467
   24 -160     6.359
   24 -140     6.396
   24 -120    6.4568
   24 -100    6.5381
   24  -80    6.6329
   24  -60    6.7296
   24  -40    6.8141
   24  -20    6.8718
   24    0    6.8924
   24   20    6.8718
   24   40    6.8141
   24   60    6.7296
   24   80    6.6329
   24  100    6.5381
   24  120    6.4568
   24  140     6.396
   24  160     6.359
   36 -180    6.7743
   36 -160    6.7878
   36 -140    6.8297
   36 -120    6.9033
   36 -100    7.0087
   36  -80    7.1393
   36  -60    7.2795
   36  -40    7.4062
   36  -20    7.4949
   36    0    7.5268
   36   20    7.4949
   36   40    7.4062
   36   60    7.2795
   36   80    7.1393
   36  100    7.0087
   36  120    6.9033
   36  140    6.8297
   36  160    6.7878
   48 -180    7.6091
   48 -160    7.6191
   48 -140    7.6535
   48 -120    7.7225
   48 -100    7.8343
   48  -80     7.986
   48  -60    8.1593
   48  -40    8.3227
   48  -20    8.4401
   48    0    8.4828
   48   20    8.4401
   48   40    8.3227
   48   60    8.1593
   48   80     7.986
   48  100    7.8343
   48  120    7.7225
   48  140    7.6535
   48  160    7.6191
   60 -180    9.0889
   60 -160    9.0897
   60 -140    9.1007
   60 -120     9.143
   60 -100    9.2365
   60  -80    9.3866
   60  -60    9.5752
   60  -40     9.763
   60  -20     9.902
   60    0    9.9534
   60   20     9.902
   60   40     9.763
   60   60    9.5752
   60   80    9.3866
   60  100    9.2365
   60  120     9.143
   60  140    9.1007
   60  160    9.0897
   72 -180    11.562
   72 -160    11.548
   72 -140    11.519
   72 -120    11.508
   72 -100    11.551
   72  -80    11.663
   72  -60    11.832
   72  -40    12.015
   72  -20    12.157
   72    0     12.21
   72   20    12.157
   72   40    12.015
   72   60    11.832
   72   80    11.663
   72  100    11.551
   72  120    11.508
   72  140    11.519
   72  160    11.548
   84 -180    13.944
   84 -160    13.923
   84 -140    13.873
   84 -120    13.822
   84 -100    13.801
   84  -80    13.828
   84  -60    13.902
   84  -40    13.997
   84  -20    14.075
   84    0    14.105
   84   20    14.075
   84   40    13.997
   84   60    13.902
   84   80    13.828
   84  100    13.801
   84  120    13.822
   84  140    13.873
   84  160    13.923
530
    0 -180    6.2535
    0 -160    6.2535
    0 -140    6.2535
    0 -120    6.2535
    0 -100    6.2535
    0  -80    6.2535
    0  -60    6.2535
    0  -40    6.2535
    0  -20    6.2535
    0    0    6.2535
    0   20    6.2535
    0   40    6.2535
    0   60    6.2535
    0   80    6.2535
    0  100    6.2535
    0  120    6.2535
    0  140    6.2535
    0  160    6.2535
   12 -180    6.2051
   12 -160    6.2124
   12 -140    6.2339
   12 -120    6.2679
   12 -100    6.3112
   12  -80    6.3593
   12  -60    6.4064
   12  -40    6.4461
   12  -20    6.4726
   12    0     6.482
   12   20    6.4726
   12   40    6.4461
   12   60    6.4064
   12   80    6.3593
   12  100    6.3112
   12  120    6.2679
   12  140    6.2339
   12  160    6.2124
   24 -180     6.366
   24 -160     6.378
   24 -140    6.4139
   24 -120    6.4728
   24 -100    6.5516
   24  -80    6.6435
   24  -60    6.7373
   24  -40    6.8192
   24  -20    6.8752
   24    0    6.8951
   24   20    6.8752
   24   40    6.8192
   24   60    6.7373
   24   80    6.6435
   24  100    6.5516
   24  120    6.4728
   24  140    6.4139
   24  160     6.378
   36 -180    6.8066
   36 -160    6.8197
   36 -140    6.8604
   36 -120    6.9318
   36 -100    7.0341
   36  -80    7.1609
   36  -60    7.2969
   36  -40    7.4199
   36  -20     7.506
   36    0     7.537
   36   20     7.506
   36   40    7.4199
   36   60    7.2969
   36   80    7.1609
   36  100    7.0341
   36  120    6.9318
   36  140    6.8604
   36  160    6.8197
   48 -180    7.6617
   48 -160    7.6714
   48 -140    7.7048
   48 -120    7.7719
   48 -100    7.8807
   48  -80    8.0282
   48  -60    8.1968
   48  -40    8.3557
   48  -20    8.4698
   48    0    8.5113
   48   20    8.4698
   48   40    8.3557
   48   60    8.1968
   48   80    8.0282
   48  100    7.8807
   48  120    7.7719
